Place_ID X Date,target
76RSX1D X 2020-02-20,19.418612
76RSX1D X 2020-02-21,22.265387
76RSX1D X 2020-02-22,17.242613
76RSX1D X 2020-02-23,14.370762
76RSX1D X 2020-02-24,22.25375
76RSX1D X 2020-02-25,13.207474
76RSX1D X 2020-02-26,17.77639
76RSX1D X 2020-02-27,16.526497
76RSX1D X 2020-02-28,26.632448
76RSX1D X 2020-02-29,14.237271
76RSX1D X 2020-03-01,22.98771
76RSX1D X 2020-03-02,34.409164
76RSX1D X 2020-03-03,32.295944
76RSX1D X 2020-03-04,9.656124
76RSX1D X 2020-03-05,13.930353
76RSX1D X 2020-03-06,9.173575
76RSX1D X 2020-03-07,11.247981
76RSX1D X 2020-03-08,7.551559
76RSX1D X 2020-03-09,6.735407
76RSX1D X 2020-03-10,20.573915
76RSX1D X 2020-03-11,20.094963
76RSX1D X 2020-03-12,14.853622
76RSX1D X 2020-03-13,27.300388
76RSX1D X 2020-03-14,21.658981
76RSX1D X 2020-03-15,9.764384
76RSX1D X 2020-03-16,8.467281
76RSX1D X 2020-03-17,18.36992
76RSX1D X 2020-03-18,47.094784
76RSX1D X 2020-03-19,26.237034
76RSX1D X 2020-03-20,27.100708
76RSX1D X 2020-03-21,22.39995
76RSX1D X 2020-03-22,33.949306
76RSX1D X 2020-03-23,15.301525
76RSX1D X 2020-03-24,27.255575
76RSX1D X 2020-03-25,3.3563266
76RSX1D X 2020-03-26,23.592989
76RSX1D X 2020-03-27,21.624577
76RSX1D X 2020-03-28,49.62409
76RSX1D X 2020-03-29,21.724554
76RSX1D X 2020-03-30,14.809452
76RSX1D X 2020-03-31,30.940334
76RSX1D X 2020-04-01,25.963402
76RSX1D X 2020-04-02,28.082262
76RSX1D X 2020-04-03,43.697025
76RSX1D X 2020-04-04,28.083578
7G7AG28 X 2020-01-02,128.7782
7G7AG28 X 2020-01-03,150.21228
7G7AG28 X 2020-01-04,133.70622
7G7AG28 X 2020-01-05,155.55884
7G7AG28 X 2020-01-06,148.44429
7G7AG28 X 2020-01-07,150.94528
7G7AG28 X 2020-01-08,146.58781
7G7AG28 X 2020-01-09,119.816734
7G7AG28 X 2020-01-10,73.30872
7G7AG28 X 2020-01-11,101.93962
7G7AG28 X 2020-01-12,141.97272
7G7AG28 X 2020-01-13,151.81432
7G7AG28 X 2020-01-14,266.98434
7G7AG28 X 2020-01-15,178.2288
7G7AG28 X 2020-01-16,144.30644
7G7AG28 X 2020-01-17,145.10077
7G7AG28 X 2020-01-18,161.76523
7G7AG28 X 2020-01-19,162.702
7G7AG28 X 2020-01-20,166.22083
7G7AG28 X 2020-01-21,106.098656
7G7AG28 X 2020-01-22,91.8729
7G7AG28 X 2020-01-23,58.424488
7G7AG28 X 2020-01-24,58.571976
7G7AG28 X 2020-01-25,64.90245
7G7AG28 X 2020-01-26,60.11791
7G7AG28 X 2020-01-27,102.267265
7G7AG28 X 2020-01-28,86.132706
7G7AG28 X 2020-01-29,166.74384
7G7AG28 X 2020-01-30,150.3413
7G7AG28 X 2020-01-31,123.50436
7G7AG28 X 2020-02-01,99.78917
7G7AG28 X 2020-02-02,94.44717
7G7AG28 X 2020-02-03,151.75125
7G7AG28 X 2020-02-04,95.53977
7G7AG28 X 2020-02-05,92.680725
7G7AG28 X 2020-02-06,87.16571
7G7AG28 X 2020-02-07,74.92304
7G7AG28 X 2020-02-08,119.70794
7G7AG28 X 2020-02-09,118.96589
7G7AG28 X 2020-02-10,108.72552
7G7AG28 X 2020-02-11,77.79127
7G7AG28 X 2020-02-12,118.40086
7G7AG28 X 2020-02-13,96.15366
7G7AG28 X 2020-02-14,75.995995
7G7AG28 X 2020-02-15,42.390076
7G7AG28 X 2020-02-16,85.49428
7G7AG28 X 2020-02-17,131.0672
7G7AG28 X 2020-02-18,100.08417
7G7AG28 X 2020-02-19,102.03088
7G7AG28 X 2020-02-20,147.42894
7G7AG28 X 2020-02-21,145.53339
7G7AG28 X 2020-02-22,89.61225
7G7AG28 X 2020-02-23,118.52707
7G7AG28 X 2020-02-24,93.84447
7G7AG28 X 2020-02-25,95.801285
7G7AG28 X 2020-02-26,108.67483
7G7AG28 X 2020-02-27,107.120155
7G7AG28 X 2020-02-28,83.18203
7G7AG28 X 2020-02-29,97.61892
7G7AG28 X 2020-03-01,86.58596
7G7AG28 X 2020-03-02,111.72091
7G7AG28 X 2020-03-03,97.51507
7G7AG28 X 2020-03-04,97.823425
7G7AG28 X 2020-03-05,84.96665
7G7AG28 X 2020-03-06,106.42096
7G7AG28 X 2020-03-07,130.69824
7G7AG28 X 2020-03-08,107.80679
7G7AG28 X 2020-03-09,70.772575
7G7AG28 X 2020-03-10,70.78742
7G7AG28 X 2020-03-11,130.61707
7G7AG28 X 2020-03-12,80.50434
7G7AG28 X 2020-03-13,112.46443
7G7AG28 X 2020-03-14,137.74835
7G7AG28 X 2020-03-15,113.97914
7G7AG28 X 2020-03-16,126.81236
7G7AG28 X 2020-03-17,108.60077
7G7AG28 X 2020-03-18,120.79177
7G7AG28 X 2020-03-19,115.91118
7G7AG28 X 2020-03-20,99.87381
7G7AG28 X 2020-03-21,123.39069
7G7AG28 X 2020-03-22,119.173775
7G7AG28 X 2020-03-23,113.516685
7G7AG28 X 2020-03-24,147.9113
7G7AG28 X 2020-03-25,108.14122
7G7AG28 X 2020-03-26,102.70314
7G7AG28 X 2020-03-27,76.89446
7G7AG28 X 2020-03-28,74.116554
7G7AG28 X 2020-03-29,70.76064
7G7AG28 X 2020-03-30,84.11901
7G7AG28 X 2020-03-31,67.70752
7G7AG28 X 2020-04-01,69.68513
7G7AG28 X 2020-04-02,68.434135
7G7AG28 X 2020-04-03,71.22758
7G7AG28 X 2020-04-04,73.52876
7N5XYRU X 2020-01-02,82.25738
7N5XYRU X 2020-01-03,62.56774
7N5XYRU X 2020-01-04,63.435364
7N5XYRU X 2020-01-05,67.43674
7N5XYRU X 2020-01-06,161.1299
7N5XYRU X 2020-01-07,162.8317
7N5XYRU X 2020-01-08,66.35846
7N5XYRU X 2020-01-09,125.51926
7N5XYRU X 2020-01-10,154.92215
7N5XYRU X 2020-01-11,68.7383
7N5XYRU X 2020-01-12,74.473755
7N5XYRU X 2020-01-13,62.77056
7N5XYRU X 2020-01-14,121.00348
7N5XYRU X 2020-01-15,183.88606
7N5XYRU X 2020-01-16,64.35039
7N5XYRU X 2020-01-17,113.39056
7N5XYRU X 2020-01-18,150.48738
7N5XYRU X 2020-01-19,179.25009
7N5XYRU X 2020-01-20,120.8463
7N5XYRU X 2020-01-21,137.79251
7N5XYRU X 2020-01-22,50.868805
7N5XYRU X 2020-01-23,48.272095
7N5XYRU X 2020-01-24,44.677944
7N5XYRU X 2020-01-25,124.268814
7N5XYRU X 2020-01-26,136.98221
7N5XYRU X 2020-01-27,149.31642
7N5XYRU X 2020-01-28,99.33309
7N5XYRU X 2020-01-29,44.77615
7N5XYRU X 2020-01-30,86.69362
7N5XYRU X 2020-01-31,122.69058
7N5XYRU X 2020-02-01,39.839375
7N5XYRU X 2020-02-02,43.86936
7N5XYRU X 2020-02-03,28.968018
7N5XYRU X 2020-02-04,33.51143
7N5XYRU X 2020-02-05,26.262985
7N5XYRU X 2020-02-06,66.42175
7N5XYRU X 2020-02-07,53.573162
7N5XYRU X 2020-02-08,86.258766
7N5XYRU X 2020-02-09,79.45102
7N5XYRU X 2020-02-10,129.6315
7N5XYRU X 2020-02-11,118.53354
7N5XYRU X 2020-02-12,71.46465
7N5XYRU X 2020-02-13,34.127617
7N5XYRU X 2020-02-14,42.948418
7N5XYRU X 2020-02-15,31.079473
7N5XYRU X 2020-02-16,43.469433
7N5XYRU X 2020-02-17,59.586258
7N5XYRU X 2020-02-18,25.726995
7N5XYRU X 2020-02-19,46.74292
7N5XYRU X 2020-02-20,63.83827
7N5XYRU X 2020-02-21,79.45663
7N5XYRU X 2020-02-22,66.9279
7N5XYRU X 2020-02-23,56.72817
7N5XYRU X 2020-02-24,43.7
7N5XYRU X 2020-02-25,60.08802
7N5XYRU X 2020-02-26,63.133247
7N5XYRU X 2020-02-27,50.638084
7N5XYRU X 2020-02-28,43.94913
7N5XYRU X 2020-02-29,94.09496
7N5XYRU X 2020-03-01,128.3341
7N5XYRU X 2020-03-02,141.71425
7N5XYRU X 2020-03-03,110.26187
7N5XYRU X 2020-03-04,62.534855
7N5XYRU X 2020-03-05,77.69988
7N5XYRU X 2020-03-06,126.59629
7N5XYRU X 2020-03-07,69.02057
7N5XYRU X 2020-03-08,50.572475
7N5XYRU X 2020-03-09,43.201916
7N5XYRU X 2020-03-10,50.94078
7N5XYRU X 2020-03-11,65.082664
7N5XYRU X 2020-03-12,32.415546
7N5XYRU X 2020-03-13,25.394007
7N5XYRU X 2020-03-14,39.42728
7N5XYRU X 2020-03-15,29.156424
7N5XYRU X 2020-03-16,66.45724
7N5XYRU X 2020-03-17,41.016598
7N5XYRU X 2020-03-18,24.65896
7N5XYRU X 2020-03-19,10.914524
7N5XYRU X 2020-03-20,63.248177
7N5XYRU X 2020-03-21,30.127806
7N5XYRU X 2020-03-22,47.26498
7N5XYRU X 2020-03-23,20.952597
7N5XYRU X 2020-03-24,63.449707
7N5XYRU X 2020-03-25,80.336784
7N5XYRU X 2020-03-26,34.714188
7N5XYRU X 2020-03-27,38.40123
7N5XYRU X 2020-03-28,44.761093
7N5XYRU X 2020-03-29,77.6807
7N5XYRU X 2020-03-30,110.559105
7N5XYRU X 2020-03-31,48.256912
7N5XYRU X 2020-04-01,63.917355
7N5XYRU X 2020-04-02,33.364056
7N5XYRU X 2020-04-03,22.719303
7N5XYRU X 2020-04-04,64.64695
7SZW1UF X 2020-01-02,55.10165
7SZW1UF X 2020-01-03,65.76791
7SZW1UF X 2020-01-04,46.30261
7SZW1UF X 2020-01-05,51.755768
7SZW1UF X 2020-01-06,71.52173
7SZW1UF X 2020-01-07,74.93676
7SZW1UF X 2020-01-08,50.539196
7SZW1UF X 2020-01-09,52.420303
7SZW1UF X 2020-01-10,78.74966
7SZW1UF X 2020-01-11,54.03585
7SZW1UF X 2020-01-12,94.03168
7SZW1UF X 2020-01-13,50.820526
7SZW1UF X 2020-01-14,61.454365
7SZW1UF X 2020-01-15,62.68435
7SZW1UF X 2020-01-16,66.80236
7SZW1UF X 2020-01-17,103.44868
7SZW1UF X 2020-01-18,48.18904
7SZW1UF X 2020-01-19,59.052284
7SZW1UF X 2020-01-20,50.407692
7SZW1UF X 2020-01-21,101.26519
7SZW1UF X 2020-01-22,59.750492
7SZW1UF X 2020-01-23,70.91641
7SZW1UF X 2020-01-24,88.49492
7SZW1UF X 2020-01-25,57.859203
7SZW1UF X 2020-01-26,57.592285
7SZW1UF X 2020-01-27,67.652756
7SZW1UF X 2020-01-28,71.86509
7SZW1UF X 2020-01-29,20.91985
7SZW1UF X 2020-01-30,26.666817
7SZW1UF X 2020-01-31,42.427326
7SZW1UF X 2020-02-01,28.184381
7SZW1UF X 2020-02-02,35.669666
7SZW1UF X 2020-02-03,37.373238
7SZW1UF X 2020-02-04,22.792633
7SZW1UF X 2020-02-05,39.865078
7SZW1UF X 2020-02-06,43.7525
7SZW1UF X 2020-02-07,82.918335
7SZW1UF X 2020-02-08,90.032135
7SZW1UF X 2020-02-09,58.46101
7SZW1UF X 2020-02-10,38.333103
7SZW1UF X 2020-02-11,32.39169
7SZW1UF X 2020-02-12,28.969467
7SZW1UF X 2020-02-13,50.951538
7SZW1UF X 2020-02-14,55.792477
7SZW1UF X 2020-02-15,61.313496
7SZW1UF X 2020-02-16,61.35318
7SZW1UF X 2020-02-17,51.106586
7SZW1UF X 2020-02-18,27.624523
7SZW1UF X 2020-02-19,36.965397
7SZW1UF X 2020-02-20,44.10955
7SZW1UF X 2020-02-21,44.833664
7SZW1UF X 2020-02-22,69.24448
7SZW1UF X 2020-02-23,39.009293
7SZW1UF X 2020-02-24,44.74709
7SZW1UF X 2020-02-25,26.591263
7SZW1UF X 2020-02-26,39.040302
7SZW1UF X 2020-02-27,48.22152
7SZW1UF X 2020-02-28,56.198967
7SZW1UF X 2020-02-29,51.015823
7SZW1UF X 2020-03-01,32.958237
7SZW1UF X 2020-03-02,44.235767
7SZW1UF X 2020-03-03,63.7865
7SZW1UF X 2020-03-04,55.204205
7SZW1UF X 2020-03-05,58.764328
7SZW1UF X 2020-03-06,64.06448
7SZW1UF X 2020-03-07,53.150906
7SZW1UF X 2020-03-08,69.69221
7SZW1UF X 2020-03-09,71.74333
7SZW1UF X 2020-03-10,70.60975
7SZW1UF X 2020-03-11,38.043655
7SZW1UF X 2020-03-12,21.255165
7SZW1UF X 2020-03-13,44.27002
7SZW1UF X 2020-03-14,36.711143
7SZW1UF X 2020-03-15,65.712166
7SZW1UF X 2020-03-16,85.32181
7SZW1UF X 2020-03-17,58.437862
7SZW1UF X 2020-03-18,85.51961
7SZW1UF X 2020-03-19,48.046173
7SZW1UF X 2020-03-20,60.248646
7SZW1UF X 2020-03-21,30.699606
7SZW1UF X 2020-03-22,23.100752
7SZW1UF X 2020-03-23,46.492844
7SZW1UF X 2020-03-24,73.88427
7SZW1UF X 2020-03-25,64.232086
7SZW1UF X 2020-03-26,98.48021
7SZW1UF X 2020-03-27,116.645546
7SZW1UF X 2020-03-28,86.64843
7SZW1UF X 2020-03-29,79.86235
7SZW1UF X 2020-03-30,19.576317
7SZW1UF X 2020-03-31,49.8757
7SZZTH1 X 2020-01-02,28.03535
7SZZTH1 X 2020-01-03,24.930775
7SZZTH1 X 2020-01-04,21.502203
7SZZTH1 X 2020-01-05,27.385086
7SZZTH1 X 2020-01-06,20.856173
7SZZTH1 X 2020-01-07,21.359222
7SZZTH1 X 2020-01-08,18.864998
7SZZTH1 X 2020-01-09,25.926756
7SZZTH1 X 2020-01-10,15.933204
7SZZTH1 X 2020-01-11,48.473873
7SZZTH1 X 2020-01-12,18.755949
7SZZTH1 X 2020-01-13,26.254366
7SZZTH1 X 2020-01-14,46.56212
7SZZTH1 X 2020-01-15,23.839962
7SZZTH1 X 2020-01-16,21.650808
7SZZTH1 X 2020-01-17,36.07817
7SZZTH1 X 2020-01-18,21.056503
7SZZTH1 X 2020-01-19,23.655169
7SZZTH1 X 2020-01-20,26.540482
7SZZTH1 X 2020-01-21,28.241398
7SZZTH1 X 2020-01-22,30.582678
7SZZTH1 X 2020-01-23,76.06163
7SZZTH1 X 2020-01-24,39.43891
7SZZTH1 X 2020-01-25,22.344835
7SZZTH1 X 2020-01-26,24.51981
7SZZTH1 X 2020-01-27,25.44778
7SZZTH1 X 2020-01-28,34.180744
7SZZTH1 X 2020-01-29,25.872091
7SZZTH1 X 2020-01-30,18.69656
7SZZTH1 X 2020-01-31,26.351095
7SZZTH1 X 2020-02-01,29.762892
7SZZTH1 X 2020-02-02,23.069897
7SZZTH1 X 2020-02-03,38.901955
7SZZTH1 X 2020-02-04,26.580238
7SZZTH1 X 2020-02-05,35.9241
7SZZTH1 X 2020-02-06,38.451313
7SZZTH1 X 2020-02-07,35.31593
7SZZTH1 X 2020-02-08,43.62669
7SZZTH1 X 2020-02-09,23.632511
7SZZTH1 X 2020-02-10,9.228438
7SZZTH1 X 2020-02-11,5.813411
7SZZTH1 X 2020-02-12,12.025945
7SZZTH1 X 2020-02-13,15.601533
7SZZTH1 X 2020-02-14,54.558388
7SZZTH1 X 2020-02-15,29.913727
7SZZTH1 X 2020-02-16,18.942968
7SZZTH1 X 2020-02-17,13.275129
7SZZTH1 X 2020-02-18,18.905806
7SZZTH1 X 2020-02-19,7.9060345
7SZZTH1 X 2020-02-20,35.85022
7SZZTH1 X 2020-02-21,39.17332
7SZZTH1 X 2020-02-22,28.103416
7SZZTH1 X 2020-02-23,23.803305
7SZZTH1 X 2020-02-24,59.563053
7SZZTH1 X 2020-02-25,31.578754
7SZZTH1 X 2020-02-26,33.85203
7SZZTH1 X 2020-02-27,27.499718
7SZZTH1 X 2020-02-28,41.591187
7SZZTH1 X 2020-02-29,34.62262
7SZZTH1 X 2020-03-01,34.48056
7SZZTH1 X 2020-03-02,31.67328
7SZZTH1 X 2020-03-03,59.1179
7SZZTH1 X 2020-03-04,48.1799
7SZZTH1 X 2020-03-05,34.729504
7SZZTH1 X 2020-03-06,78.65787
7SZZTH1 X 2020-03-07,34.596207
7SZZTH1 X 2020-03-08,50.555027
7SZZTH1 X 2020-03-09,52.213593
7SZZTH1 X 2020-03-10,22.701126
7SZZTH1 X 2020-03-11,38.725685
7SZZTH1 X 2020-03-12,44.448017
7SZZTH1 X 2020-03-13,28.581263
7SZZTH1 X 2020-03-14,25.035425
7SZZTH1 X 2020-03-15,30.112022
7SZZTH1 X 2020-03-16,37.445217
7SZZTH1 X 2020-03-17,39.068985
7SZZTH1 X 2020-03-18,30.730824
7SZZTH1 X 2020-03-19,67.06215
7SZZTH1 X 2020-03-20,30.851292
7SZZTH1 X 2020-03-21,30.075634
7SZZTH1 X 2020-03-22,60.232536
7SZZTH1 X 2020-03-23,49.288162
7SZZTH1 X 2020-03-24,61.845894
7SZZTH1 X 2020-03-25,54.284054
7SZZTH1 X 2020-03-26,81.891754
7SZZTH1 X 2020-03-27,39.66378
7SZZTH1 X 2020-03-28,49.41845
7SZZTH1 X 2020-03-29,15.544753
7SZZTH1 X 2020-03-30,36.243603
7SZZTH1 X 2020-03-31,30.384378
7SZZTH1 X 2020-04-01,29.945593
7SZZTH1 X 2020-04-02,39.28733
7SZZTH1 X 2020-04-03,26.886662
7SZZTH1 X 2020-04-04,36.11761
7VQXRXL X 2020-01-02,44.41151
7VQXRXL X 2020-01-03,38.579376
7VQXRXL X 2020-01-04,59.010033
7VQXRXL X 2020-01-05,80.91779
7VQXRXL X 2020-01-06,103.98802
7VQXRXL X 2020-01-07,78.69328
7VQXRXL X 2020-01-08,82.44063
7VQXRXL X 2020-01-09,66.67997
7VQXRXL X 2020-01-10,44.673805
7VQXRXL X 2020-01-11,35.338474
7VQXRXL X 2020-01-12,36.599007
7VQXRXL X 2020-01-13,29.835243
7VQXRXL X 2020-01-14,23.449247
7VQXRXL X 2020-01-15,83.98901
7VQXRXL X 2020-01-16,72.52725
7VQXRXL X 2020-01-17,64.51952
7VQXRXL X 2020-01-18,58.708065
7VQXRXL X 2020-01-19,116.02283
7VQXRXL X 2020-01-20,112.940994
7VQXRXL X 2020-01-21,90.93631
7VQXRXL X 2020-01-22,37.413754
7VQXRXL X 2020-01-23,38.938107
7VQXRXL X 2020-01-24,33.525333
7VQXRXL X 2020-01-25,28.897686
7VQXRXL X 2020-01-26,40.4774
7VQXRXL X 2020-01-27,87.0305
7VQXRXL X 2020-01-28,111.14895
7VQXRXL X 2020-01-29,74.70339
7VQXRXL X 2020-01-30,61.937702
7VQXRXL X 2020-01-31,83.04126
7VQXRXL X 2020-02-01,42.918694
7VQXRXL X 2020-02-02,32.95639
7VQXRXL X 2020-02-03,42.875816
7VQXRXL X 2020-02-04,39.18991
7VQXRXL X 2020-02-05,47.11759
7VQXRXL X 2020-02-06,92.28131
7VQXRXL X 2020-02-07,83.061966
7VQXRXL X 2020-02-08,37.042072
7VQXRXL X 2020-02-09,21.557028
7VQXRXL X 2020-02-10,32.789776
7VQXRXL X 2020-02-11,99.59146
7VQXRXL X 2020-02-12,65.02789
7VQXRXL X 2020-02-13,66.20494
7VQXRXL X 2020-02-14,18.441774
7VQXRXL X 2020-02-15,71.2056
7VQXRXL X 2020-02-16,83.62673
7VQXRXL X 2020-02-17,89.54128
7VQXRXL X 2020-02-18,98.38474
7VQXRXL X 2020-02-19,88.46853
7VQXRXL X 2020-02-20,71.51423
7VQXRXL X 2020-02-21,93.38676
7VQXRXL X 2020-02-22,72.51236
7VQXRXL X 2020-02-23,80.05928
7VQXRXL X 2020-02-24,51.969116
7VQXRXL X 2020-02-25,37.481434
7VQXRXL X 2020-02-26,41.0497
7VQXRXL X 2020-02-27,93.85005
7VQXRXL X 2020-02-28,38.958954
7VQXRXL X 2020-02-29,37.85315
7VQXRXL X 2020-03-01,49.29864
7VQXRXL X 2020-03-02,53.678505
7VQXRXL X 2020-03-03,77.893326
7VQXRXL X 2020-03-04,59.35241
7VQXRXL X 2020-03-05,77.28202
7VQXRXL X 2020-03-06,82.669495
7VQXRXL X 2020-03-07,82.85384
7VQXRXL X 2020-03-08,42.82171
7VQXRXL X 2020-03-09,77.31479
7VQXRXL X 2020-03-10,68.976135
7VQXRXL X 2020-03-11,50.114426
7VQXRXL X 2020-03-12,39.672844
7VQXRXL X 2020-03-13,31.303196
7VQXRXL X 2020-03-14,47.256073
7VQXRXL X 2020-03-15,25.011223
7VQXRXL X 2020-03-16,55.388138
7VQXRXL X 2020-03-17,48.164917
7VQXRXL X 2020-03-18,75.02526
7VQXRXL X 2020-03-19,58.676167
7VQXRXL X 2020-03-20,53.975254
7VQXRXL X 2020-03-21,35.139645
7VQXRXL X 2020-03-22,44.1064
7VQXRXL X 2020-03-23,37.779804
7VQXRXL X 2020-03-24,39.423622
7VQXRXL X 2020-03-25,55.48241
7VQXRXL X 2020-03-26,37.151783
7VQXRXL X 2020-03-27,42.421574
7VQXRXL X 2020-03-28,37.02829
7VQXRXL X 2020-03-29,32.82974
7VQXRXL X 2020-03-30,51.114628
7VQXRXL X 2020-03-31,36.4901
7VQXRXL X 2020-04-01,48.548992
8196WE6 X 2020-01-02,40.432083
8196WE6 X 2020-01-03,30.88346
8196WE6 X 2020-01-04,51.6717
8196WE6 X 2020-01-05,31.719542
8196WE6 X 2020-01-06,44.820824
8196WE6 X 2020-01-07,33.474583
8196WE6 X 2020-01-08,26.450813
8196WE6 X 2020-01-09,38.18
8196WE6 X 2020-01-10,43.79079
8196WE6 X 2020-01-11,52.75404
8196WE6 X 2020-01-12,25.899696
8196WE6 X 2020-01-13,38.934822
8196WE6 X 2020-01-14,38.988617
8196WE6 X 2020-01-15,30.081345
8196WE6 X 2020-01-16,30.61454
8196WE6 X 2020-01-17,36.48017
8196WE6 X 2020-01-18,32.010864
8196WE6 X 2020-01-19,26.323763
8196WE6 X 2020-01-20,32.69378
8196WE6 X 2020-01-21,37.95353
8196WE6 X 2020-01-22,20.420599
8196WE6 X 2020-01-23,38.162872
8196WE6 X 2020-01-24,28.149635
8196WE6 X 2020-01-25,48.41448
8196WE6 X 2020-01-26,46.55915
8196WE6 X 2020-01-27,35.710167
8196WE6 X 2020-01-28,28.678423
8196WE6 X 2020-01-29,24.41229
8196WE6 X 2020-01-30,14.059294
8196WE6 X 2020-01-31,24.501572
8196WE6 X 2020-02-01,19.558529
8196WE6 X 2020-02-02,9.640527
8196WE6 X 2020-02-03,8.606868
8196WE6 X 2020-02-04,17.165546
8196WE6 X 2020-02-05,8.815877
8196WE6 X 2020-02-06,11.24379
8196WE6 X 2020-02-07,19.461987
8196WE6 X 2020-02-08,30.205305
8196WE6 X 2020-02-09,35.71756
8196WE6 X 2020-02-10,33.67149
8196WE6 X 2020-02-11,11.153593
8196WE6 X 2020-02-12,23.594418
8196WE6 X 2020-02-13,34.467953
8196WE6 X 2020-02-14,50.091076
8196WE6 X 2020-02-15,37.001144
8196WE6 X 2020-02-16,17.532633
8196WE6 X 2020-02-17,18.78733
8196WE6 X 2020-02-18,21.051939
8196WE6 X 2020-02-19,16.633415
8196WE6 X 2020-02-20,41.567898
8196WE6 X 2020-02-21,22.588896
8196WE6 X 2020-02-22,17.92307
8196WE6 X 2020-02-23,22.326576
8196WE6 X 2020-02-24,22.680466
8196WE6 X 2020-02-25,31.419575
8196WE6 X 2020-02-26,21.059895
8196WE6 X 2020-02-27,28.029854
8196WE6 X 2020-02-28,29.952948
8196WE6 X 2020-02-29,37.06764
8196WE6 X 2020-03-01,68.04365
8196WE6 X 2020-03-02,21.593441
8196WE6 X 2020-03-03,42.840996
8196WE6 X 2020-03-04,15.744804
8196WE6 X 2020-03-05,30.329634
8196WE6 X 2020-03-06,35.073574
8196WE6 X 2020-03-07,74.21148
8196WE6 X 2020-03-08,52.859478
8196WE6 X 2020-03-09,38.12693
8196WE6 X 2020-03-10,46.96136
8196WE6 X 2020-03-11,26.30126
8196WE6 X 2020-03-12,28.447527
8196WE6 X 2020-03-13,22.558352
8196WE6 X 2020-03-14,12.957118
8196WE6 X 2020-03-15,53.897526
8196WE6 X 2020-03-16,21.315552
8196WE6 X 2020-03-17,78.01752
8196WE6 X 2020-03-18,15.923046
8196WE6 X 2020-03-19,24.02516
8196WE6 X 2020-03-20,15.994165
8196WE6 X 2020-03-21,44.05569
8196WE6 X 2020-03-22,29.77884
8196WE6 X 2020-03-23,40.853043
8196WE6 X 2020-03-24,32.98625
8196WE6 X 2020-03-25,33.890503
8196WE6 X 2020-03-26,40.960213
8196WE6 X 2020-03-27,36.698135
8196WE6 X 2020-03-28,38.291664
8196WE6 X 2020-03-29,10.667354
8196WE6 X 2020-03-30,49.518257
8196WE6 X 2020-03-31,15.165568
8196WE6 X 2020-04-01,25.95544
8196WE6 X 2020-04-02,23.473284
8196WE6 X 2020-04-03,49.595615
8196WE6 X 2020-04-04,3.6212914
8CPKUI4 X 2020-01-02,18.423664
8CPKUI4 X 2020-01-03,7.3109117
8CPKUI4 X 2020-01-04,16.904648
8CPKUI4 X 2020-01-05,36.30546
8CPKUI4 X 2020-01-06,40.617817
8CPKUI4 X 2020-01-07,28.920885
8CPKUI4 X 2020-01-08,36.190933
8CPKUI4 X 2020-01-09,22.860262
8CPKUI4 X 2020-01-10,20.016712
8CPKUI4 X 2020-01-11,29.260403
8CPKUI4 X 2020-01-12,27.924107
8CPKUI4 X 2020-01-13,34.87358
8CPKUI4 X 2020-01-14,23.119463
8CPKUI4 X 2020-01-15,32.82623
8CPKUI4 X 2020-01-16,43.98444
8CPKUI4 X 2020-01-17,35.05006
8CPKUI4 X 2020-01-18,30.516766
8CPKUI4 X 2020-01-19,29.467419
8CPKUI4 X 2020-01-20,28.043566
8CPKUI4 X 2020-01-21,44.03328
8CPKUI4 X 2020-01-22,39.04874
8CPKUI4 X 2020-01-23,32.918
8CPKUI4 X 2020-01-24,31.863218
8CPKUI4 X 2020-01-25,27.078205
8CPKUI4 X 2020-01-26,21.94657
8CPKUI4 X 2020-01-27,48.06146
8CPKUI4 X 2020-01-28,35.172295
8CPKUI4 X 2020-01-29,37.4476
8CPKUI4 X 2020-01-30,33.16455
8CPKUI4 X 2020-01-31,39.673798
8CPKUI4 X 2020-02-01,26.87601
8CPKUI4 X 2020-02-02,43.111504
8CPKUI4 X 2020-02-03,38.40401
8CPKUI4 X 2020-02-04,21.582958
8CPKUI4 X 2020-02-05,39.23374
8D39BT5 X 2020-01-02,34.696964
8D39BT5 X 2020-01-03,97.930145
8D39BT5 X 2020-01-04,48.827984
8D39BT5 X 2020-01-05,71.77951
8D39BT5 X 2020-01-06,41.977566
8D39BT5 X 2020-01-07,16.227592
8D39BT5 X 2020-01-08,40.88251
8D39BT5 X 2020-01-09,63.86459
8D39BT5 X 2020-01-10,73.73839
8D39BT5 X 2020-01-11,92.053825
8D39BT5 X 2020-01-12,34.81485
8D39BT5 X 2020-01-13,77.99775
8D39BT5 X 2020-01-14,66.23093
8D39BT5 X 2020-01-15,64.90725
8D39BT5 X 2020-01-16,77.62365
8D39BT5 X 2020-01-17,101.73355
8D39BT5 X 2020-01-18,82.413025
8D39BT5 X 2020-01-19,72.80578
8D39BT5 X 2020-01-20,46.56108
8D39BT5 X 2020-01-21,63.387726
8D39BT5 X 2020-01-22,38.92087
8D39BT5 X 2020-01-23,21.426928
8D39BT5 X 2020-01-24,23.89139
8D39BT5 X 2020-01-25,46.78052
8D39BT5 X 2020-01-26,53.204994
8D39BT5 X 2020-02-02,58.615604
8D39BT5 X 2020-02-03,46.3387
8D39BT5 X 2020-02-04,30.724934
8D39BT5 X 2020-02-05,41.89905
